254;Nonadecane;C19H40;629-92-5;268.521;11.674;0.45865;;;305.04;9.2185;758.00;0
255;Nonanal;C9H18O;124-19-6;142.239;7.3363;0.41735;;;255.15;5.9779;658.00;0
256;Nonane;C9H20;111-84-2;128.255;6.037;0.38522;;;219.66;5.0545;594.60;0
257;Nonanoic acid;C9H18O2;112-05-0;158.238;12.38;0.69869;0.097854;-0.35082;285.55;8.7232;710.70;0
258;1-Nonanol;C9H20O;143-08-8;144.255;7.5429;-1.5966;4.6489;-2.7229;268.15;8.2411;670.90;0
259;2-Nonanol;C9H20O;628-99-9;144.255;7.9797;-1.0341;3.553;-2.1149;238.15;8.0370;649.50;0
260;1-Nonene;C9H18;124-11-8;126.239;5.9054;0.61039;-0.54533;0.30683;191.91;4.9218;593.10;0
261;Nonyl mercaptan;C9H20S;1455-21-6;160.320;7.5239;0.3991;;;253.05;6.2506;681.00;0
262;1-Nonyne;C9H16;3452-09-3;124.223;6.3337;0.3975;;;223.15;5.2606;598.05;0
263;Octadecane;C18H38;593-45-3;254.494;10.969;0.44327;;;301.31;8.7246;747.00;0
264;Octanal;C8H16O;124-13-0;128.212;6.7735;0.40607;;;246.00;5.5600;638.90;0
265;Octane;C8H18;111-65-9;114.229;5.518;0.38467;;;216.38;4.5898;568.70;0
266;Octanoic acid;C8H16O2;124-07-2;144.211;12.23;0.69294;0.12287;-0.36132;289.65;8.4658;694.26;0
267;1-Octanol;C8H18O;111-87-5;130.228;7.2468;-1.2464;3.6797;-2.0665;257.65;7.6793;652.30;0
268;2-Octanol;C8H18O;123-96-6;130.228;7.6376;-0.7612;2.7875;-1.6033;241.55;7.3759;629.80;0
269;2-Octanone;C8H16O;111-13-7;128.212;6.5363;0.38718;;;252.85;5.3646;632.70;0
270;3-Octanone;C8H16O;106-68-3;128.212;6.6142;0.58562;-0.40512;0.22144;255.55;5.2076;627.70;0
271;1-Octene;C8H16;111-66-0;112.213;5.4859;0.26207;0.50642;-0.43873;171.45;4.7927;566.90;0
272;Octyl mercaptan;C8H18S;111-88-6;146.294;6.8907;0.40017;;;223.95;5.8506;667.30;0
273;1-Octyne;C8H14;629-05-0;110.197;5.4046;0.35299;;;193.55;4.6743;574.00;0
274;Oxalic acid;C2H2O4;144-62-7;90.035;11.473;0.37238;;;462.65;8.3393;804.00;0
275;Oxygen;O2;7782-44-7;31.999;0.9008;0.4542;-0.4096;0.3183;54.36;0.7742;154.58;0
276;Ozone;O3;10028-15-6;47.998;1.8587;0.30416;;;80.15;1.6625;261.00;0
277;Pentadecane;C15H32;629-62-9;212.415;9.6741;0.45399;;;283.07;7.6728;708.00;0
278;Pentanal;C5H10O;110-62-3;86.132;5.1478;0.37541;;;182.00;4.4502;566.10;0
279;Pentane;C5H12;109-66-0;72.149;3.9109;0.38681;;;143.42;3.3968;469.70;0
280;Pentanoic acid;C5H10O2;109-52-4;102.132;7.3197;1.2093;-1.9114;1.1591;239.15;5.3813;639.16;0
281;1-Pentanol;C5H12O;71-41-0;88.148;7.39;-0.1464;1.4751;-0.9208;195.56;6.7005;588.10;0
282;2-Pentanol;C5H12O;6032-29-7;88.148;11.111;1.8011;-2.1801;1.0641;200.00;6.6655;561.00;0
283;2-Pentanone;C5H10O;107-87-9;86.132;5.174;0.39422;;;196.29;4.3663;561.08;0
284;3-Pentanone;C5H10O;96-22-0;86.132;5.2359;0.40465;;;234.18;4.2075;560.95;0
285;1-Pentene;C5H10;109-67-1;70.133;3.5027;0.3481;-0.19672;0.22394;108.02;3.2232;464.80;0
286;2-Pentyl mercaptan;C5H12S;2084-19-7;104.214;5.0573;0.45827;-0.22568;0.16393;160.75;4.4343;584.30;0
287;Pentyl mercaptan;C5H12S;110-66-7;104.214;5.4315;0.3972;;;197.45;4.6322;598.00;0
288;1-Pentyne;C5H8;627-19-0;68.117;3.954;0.3512;;;167.45;3.4025;481.20;0
289;2-Pentyne;C5H8;627-21-4;68.117;4.4158;0.44347;;;163.83;3.7321;519.00;0
290;Phenanthrene;C14H10;85-01-8;178.229;8.3482;0.33172;;;372.38;6.9340;869.00;0
291;Phenol;C6H6O;108-95-2;94.111;7.306;0.4246;;;314.06;5.6577;694.25;0
292;Phenyl isocyanate;C7H5NO;103-71-9;119.121;5.5769;0.30346;;;243.15;4.8418;653.00;0
293;Phthalic anhydride;C8H4O3;85-44-9;148.116;6.916;0.1755;;;404.15;6.1001;791.00;0
294;Propadiene;C3H4;463-49-0;40.064;2.9535;0.41367;;;136.87;2.4755;394.00;0
295;Propane;C3H8;74-98-6;44.096;2.9209;0.78237;-0.77319;0.39246;85.47;2.4787;369.83;0
296;1-Propanol;C3H8O;71-23-8;60.095;6.8988;0.6458;-0.5384;0.3317;146.95;5.8356;536.80;0
297;2-Propanol;C3H8O;67-63-0;60.095;7.2542;0.79137;-0.66092;0.34223;185.26;5.5370;508.30;0
298;Propenylcyclohexene;C9H14;13511-13-2;122.207;5.8866;0.38533;;;199.00;5.0941;636.00;0
299;Propionaldehyde;C3H6O;123-38-6;58.079;4.1492;0.36751;;;170.00;3.5675;504.40;0
300;Propionic acid;C3H6O2;79-09-4;74.079;4;1.3936;-2.9465;1.794;252.45;3.0922;600.81;0
301;Propionitrile;C3H5N;107-12-0;55.079;4.9348;0.41873;;;180.26;4.2005;564.40;0
302;Propyl acetate;C5H10O2;109-60-4;102.132;5.4327;0.407;;;178.15;4.6322;549.73;0
303;Propyl amine;C3H9N;107-10-8;59.110;4.4488;0.39494;;;188.36;3.6857;496.95;0
304;Propylbenzene;C9H12;103-65-1;120.192;5.8887;0.38534;;;173.55;5.2110;638.35;0
305;Propylene;C3H6;115-07-1;42.080;2.5216;0.33721;-0.18399;0.22377;87.89;2.3177;364.85;0
306;Propyl formate;C4H8O2;110-74-7;88.105;4.9687;0.4025;;;180.25;4.2162;538.00;0
307;2-Propyl mercaptan;C3H8S;75-33-2;76.161;4.2191;0.41161;;;142.61;3.6942;517.00;0
308;Propyl mercaptan;C3H8S;107-03-9;76.161;4.4782;0.41073;;;159.95;3.8723;536.60;0
309;1,2-Propylene glycol;C3H8O2;57-55-6;76.094;8.07;0.295;;;213.15;7.1374;626.00;0
310;Quinone;C6H4O2;106-51-4;108.095;6.49;0.3112;;;388.85;4.9933;683.00;0
311;Silicon tetrafluoride;F4Si;7783-61-1;104.079;2.4105;0.37988;;;186.35;1.4873;259.00;0
312;Styrene;C8H8;100-42-5;104.149;5.726;0.4055;;;242.54;4.7128;636.00;0
313;Succinic acid;C4H6O4;110-15-6;118.088;12.018;0.37149;;;460.65;8.7719;806.00;0
314;Sulfur dioxide;O2S;7446-09-5;64.064;3.676;0.4;;;197.67;2.8753;430.75;0
315;Sulfur hexafluoride;F6S;2551-62-4;146.055;2.571;0.383;;;223.15;1.6208;318.69;0
316;Sulfur trioxide;O3S;7446-11-9;80.063;7.337;0.5647;;;289.95;4.4303;490.85;0
317;Terephthalic acid;C8H6O4;100-21-0;166.131;8.824;;;;298.15;8.8240;298.15;88240000
318;o-Terphenyl;C18H14;84-15-1;230.304;8.7165;0.3224;;;329.35;7.4548;857.00;0
319;Tetradecane;C14H30;629-59-4;198.388;9.0539;0.44467;;;279.01;7.2002;693.00;0
320;Tetrahydrofuran;C4H8O;109-99-9;72.106;4.3021;0.36972;;;164.65;3.7610;540.15;0
321;1,2,3,4-Tetrahydronaphthalene;C10H12;119-64-2;132.202;6.8086;0.43054;;;237.38;5.7314;720.00;0
322;Tetrahydrothiophene;C4H8S;110-01-0;88.171;5.0642;0.38904;;;176.99;4.4565;631.95;0
323;2,2,3,3-Tetramethylbutane;C8H18;594-82-1;114.229;4.9055;0.40678;;;373.96;3.1691;568.00;0
324;Thiophene;C4H4S;110-02-1;84.140;4.5854;0.38756;;;234.94;3.7484;579.35;0
325;Toluene;C7H8;108-88-3;92.138;4.9507;0.37742;;;178.18;4.3246;591.75;0
326;1,1,2-Trichloroethane;C2H3Cl3;79-00-5;133.404;5.0929;0.38013;;;236.50;4.2130;602.00;0
327;Tridecane;C13H28;629-50-5;184.361;8.4339;0.4257;;;267.76;6.8015;675.00;0
328;Triethyl amine;C6H15N;121-44-8;101.190;4.664;0.3663;;;158.45;4.1011;535.15;0
329;Trimethyl amine;C3H9N;75-50-3;59.110;3.305;0.354;;;156.08;2.8216;433.25;0
330;1,2,3-Trimethylbenzene;C9H12;526-73-8;120.192;5.9996;0.35578;;;247.79;5.0818;664.50;0
331;1,2,4-Trimethylbenzene;C9H12;95-63-6;120.192;5.9254;0.35709;;;229.33;5.0713;649.10;0
332;2,2,4-Trimethylpentane;C8H18;540-84-1;114.229;4.7711;0.37949;;;165.78;4.1561;543.80;0
333;2,3,3-Trimethylpentane;C8H18;560-21-4;114.229;4.991;0.383;;;172.22;4.3530;573.50;0
334;1,3,5-Trinitrobenzene;C6H3N3O6;99-35-4;213.105;10.687;0.38;;;398.40;8.3906;846.00;0
335;2,4,6-Trinitrotoluene;C7H5N3O6;118-96-7;227.131;10.686;0.40074;;;354.00;8.5455;828.00;0
336;Undecane;C11H24;1120-21-4;156.308;7.2284;0.40607;;;247.57;5.9240;639.00;0
337;1-Undecanol;C11H24O;112-42-5;172.308;8.7274;-1.5834;5.0913;-3.2171;288.45;8.9007;703.90;0
338;Vinyl acetate;C4H6O2;108-05-4;86.089;4.77;0.3765;;;180.35;4.0619;519.13;0
339;Vinyl acetylene;C4H4;689-97-4;52.075;3.649;0.4;0.043;;173.15;2.9876;454.00;0
340;Vinyl chloride;C2H3Cl;75-01-4;62.498;3.4125;0.4513;;;119.36;2.9491;432.00;0
341;Vinyl trichlorosilane;C2H3Cl3Si;75-94-5;161.490;4.5659;0.36278;;;178.35;3.9520;543.15;0
342;Water;H2O;7732-18-5;18.015;5.2053;0.3199;-0.212;0.25795;273.16;4.4733;647.10;0
343;m-Xylene;C8H10;108-38-3;106.165;5.4626;0.37289;;;225.30;4.6112;617.00;0
344;o-Xylene;C8H10;95-47-6;106.165;5.5395;0.37788;;;247.98;4.5859;630.30;0
345;p-Xylene;C;H;106-42-3;106.165;5.3819;0.36695;;286.41;4.2787;616.20;0
